id,name,category,amount,status,note
13607,Ada,alpha,4684.80,ok,"batch 7"
13608,Danu,alpha,5626.88,ok,"batch 8"
13609,Eka,alpha,8339.20,ok,"normal cleanup"
13610,Ada,alpha,867.84,ok,"batch 10"
13611,Danu,alpha,2738.56,ok,"batch 11"
13612,Bima,alpha,4456.96,ok,"batch 12"
13613,Danu,alpha,142.08,ok,"batch 13"
13614,Bima,alpha,9257.60,ok,"batch 14"
13615,Eka,alpha,5150.72,ok,"batch 15"
13616,Citra,alpha,9422.72,ok,"batch 16"
13617,Citra,alpha,2084.48,ok,"needs, review"
13618,Bima,alpha,6724.48,ok,"batch 18"
13619,Eka,alpha,2612.48,ok,"batch 19"
13620,Ada,alpha,5761.28,ok,"batch 20"
13621,Eka,alpha,1751.04,ok,"batch 21"
13622,Danu,alpha,447.36,ok,"batch 22"
13623,Bima,alpha,3157.12,ok,"batch 23"
13624,Bima,alpha,556.80,ok,"batch 24"
13625,Eka,alpha,9134.72,ok,"batch 25"
13626,Ada,alpha,569.60,ok,"batch 26"
13627,Danu,alpha,8905.52,ok,"batch 27"
13628,Citra,alpha,8283.52,ok,"batch 28"
13629,Bima,alpha,3527.68,ok,"batch 29"
13630,Ada,alpha,9364.48,ok,"quote ""check"""
13631,Ada,alpha,2193.92,ok,"batch 31"
13632,Bima,alpha,2097.28,ok,"batch 32"
13633,Ada,alpha,7881.60,ok,"batch 33"
13634,Citra,alpha,6141.44,ok,"needs, review"
13635,Bima,alpha,1334.72,ok,"batch 35"
13636,Danu,alpha,4389.12,ok,"batch 36"
13637,Bima,alpha,2900.48,ok,"batch 37"
13638,Citra,alpha,7340.08,ok,"batch 38"
13639,Danu,alpha,8962.56,ok,"batch 39"
13640,Ada,alpha,9529.60,ok,"normal cleanup"
13641,Ada,alpha,6337.28,ok,"batch 41"
13642,Ada,alpha,68.48,ok,"batch 42"
13643,Bima,alpha,6135.68,ok,"batch 43"
13644,Eka,alpha,8346.88,ok,"batch 44"
13645,Eka,alpha,464.64,ok,"batch 45"
13646,Citra,alpha,4640.64,ok,"batch 46"
13647,Danu,alpha,1768.96,ok,"batch 47"
13648,Citra,alpha,6455.04,ok,"batch 48"
13649,Ada,alpha,391.84,ok,"batch 49"
13650,Ada,alpha,8392.32,pending,"batch 50"
13651,Citra,alpha,3476.48,ok,"needs, review"
13652,Ada,alpha,799.36,ok,"batch 52"
13653,Bima,alpha,2208.64,ok,"batch 53"
13654,Eka,alpha,590.72,ok,"batch 54"
13655,Citra,alpha,7490.56,ok,"batch 55"
13656,Citra,alpha,3652.48,ok,"batch 56"
13657,Eka,alpha,7253.76,ok,"batch 57"
13658,Bima,alpha,4618.88,ok,"batch 58"
13659,Citra,alpha,6062.08,ok,"quote ""check"""
13660,Eka,alpha,7124.48,ok,"batch 60"
13661,Eka,alpha,8325.12,ok,"batch 61"
13662,Citra,alpha,6861.44,ok,"batch 62"
13663,Danu,alpha,5639.04,ok,"batch 63"
13664,Danu,alpha,7191.68,ok,"batch 64"
13665,Bima,alpha,5671.04,ok,"batch 65"
13666,Bima,alpha,1308.80,ok,"batch 66"
13667,Eka,alpha,4520.32,ok,"batch 67"
13668,Danu,alpha,376.32,ok,"needs, review"
13669,Danu,alpha,5316.48,ok,"batch 69"
13670,Danu,alpha,4722.56,ok,"batch 70"
13671,Ada,alpha,1661.44,ok,"normal cleanup"
13672,Danu,alpha,307.20,ok,"batch 72"
13673,Bima,alpha,7238.40,ok,"batch 73"
13674,Citra,alpha,8428.72,ok,"batch 74"
13675,Citra,alpha,306.56,ok,"batch 75"
13676,Danu,alpha,2512.64,ok,"batch 76"
13677,Danu,alpha,5306.88,ok,"batch 77"
13678,Eka,alpha,9688.96,ok,"batch 78"
13679,Ada,alpha,8458.88,ok,"batch 79"
13680,Citra,alpha,8706.56,ok,"batch 80"
13681,Eka,alpha,673.28,ok,"batch 81"
13682,Danu,alpha,3596.80,ok,"batch 82"
13683,Eka,alpha,8284.16,ok,"batch 83"
13684,Bima,alpha,6032.00,ok,"batch 84"
13685,Bima,alpha,8302.08,ok,"needs, review"
13686,Citra,alpha,8282.88,ok,"batch 86"
13687,Danu,alpha,410.24,ok,"batch 87"
13688,Ada,alpha,2451.20,ok,"quote ""check"""
13689,Danu,alpha,8860.80,ok,"batch 89"
13690,Ada,alpha,4832.00,ok,"batch 90"
13691,Citra,alpha,2190.72,ok,"batch 91"
13692,Bima,alpha,8638.72,ok,"batch 92"
13693,Ada,alpha,3175.68,ok,"batch 93"
13694,Ada,alpha,4019.20,ok,"batch 94"
13695,Danu,alpha,5399.68,ok,"batch 95"
13696,Citra,alpha,5507.84,ok,"batch 96"
13697,Eka,alpha,9275.52,ok,"batch 97"
13698,Ada,alpha,3878.40,ok,"batch 98"
13699,Eka,alpha,8264.96,ok,"batch 99"
13700,Ada,alpha,7331.84,ok,"batch 0"
13701,Bima,alpha,2625.28,ok,"batch 1"
13702,Bima,alpha,7066.24,ok,"needs, review"
13703,Danu,alpha,4996.48,ok,"batch 3"
13704,Danu,alpha,8136.32,ok,"batch 4"
13705,Bima,alpha,1399.04,ok,"batch 5"
13706,Bima,alpha,5284.48,ok,"batch 6"
13707,Bima,alpha,1585.28,ok,"batch 7"
13708,Citra,alpha,2429.44,ok,"batch 8"
13709,Bima,alpha,3289.60,ok,"batch 9"
13710,Eka,alpha,4715.52,ok,"batch 10"
13711,Danu,alpha,6356.48,ok,"batch 11"
13712,Ada,alpha,2400.64,ok,"batch 12"
13713,Ada,alpha,9164.16,ok,"batch 13"
13714,Danu,alpha,5085.44,ok,"batch 14"
13715,Bima,alpha,5571.84,ok,"batch 15"
13716,Bima,alpha,4320.64,ok,"batch 16"
13717,Bima,alpha,4452.48,ok,"quote ""check"""
13718,Citra,alpha,5655.04,ok,"batch 18"
13719,Citra,alpha,9843.20,ok,"needs, review"
13720,Citra,alpha,4447.36,ok,"batch 20"
13721,Ada,alpha,2915.84,ok,"batch 21"
13722,Bima,alpha,3973.76,ok,"batch 22"
13723,Ada,alpha,316.80,ok,"batch 23"
13724,Bima,alpha,3927.68,ok,"batch 24"
13725,Ada,alpha,8938.88,ok,"batch 25"
13726,Bima,alpha,768.00,ok,"batch 26"
13727,Citra,alpha,8436.48,ok,"batch 27"
13728,Danu,alpha,8208.64,ok,"batch 28"
13729,Danu,alpha,191.36,ok,"batch 29"
13730,Eka,alpha,5668.48,ok,"batch 30"
13731,Danu,alpha,1041.28,ok,"batch 31"
13732,Ada,alpha,9495.04,ok,"batch 32"
13733,Danu,alpha,5907.84,ok,"normal cleanup"
13734,Bima,alpha,4472.32,ok,"batch 34"
13735,Citra,alpha,1431.04,ok,"batch 35"
13736,Citra,alpha,4565.76,ok,"needs, review"
13737,Bima,alpha,8136.96,ok,"batch 37"
13738,Ada,alpha,6885.12,ok,"batch 38"
13739,Citra,alpha,2148.48,ok,"batch 39"
13740,Eka,alpha,9319.04,ok,"batch 40"
13741,Citra,alpha,5305.60,ok,"batch 41"
13742,Ada,alpha,5356.16,ok,"batch 42"
13743,Danu,alpha,2189.44,ok,"batch 43"
13744,Danu,alpha,9311.36,ok,"batch 44"
13745,Citra,alpha,9668.48,ok,"batch 45"
13746,Danu,alpha,706.48,ok,"quote ""check"""
13747,Bima,alpha,3933.44,ok,"batch 47"
13748,Citra,alpha,4661.04,ok,"batch 48"
13749,Citra,alpha,1618.88,ok,"batch 49"
13750,Ada,alpha,9744.64,ok,"batch 50"
13751,Ada,alpha,2732.32,ok,"batch 51"
13752,Eka,alpha,748.80,ok,"batch 52"
13753,Eka,alpha,2689.28,ok,"needs, review"
13754,Bima,alpha,3304.32,ok,"batch 54"
13755,Citra,alpha,6792.96,ok,"batch 55"
13756,Eka,alpha,4081.28,ok,"batch 56"
13757,Bima,alpha,6192.64,ok,"batch 57"
13758,Citra,alpha,9278.08,ok,"batch 58"
13759,Danu,alpha,7659.52,ok,"batch 59"
13760,Danu,alpha,779.52,ok,"batch 60"
13761,Citra,alpha,4206.72,ok,"batch 61"
13762,Bima,alpha,2352.00,ok,"batch 62"
13763,Danu,alpha,5939.84,ok,"batch 63"
13764,Danu,alpha,7209.60,ok,"normal cleanup"
13765,Eka,alpha,5140.48,ok,"batch 65"
13766,Bima,alpha,1928.32,ok,"batch 66"
13767,Citra,alpha,8824.96,ok,"batch 67"
13768,Citra,alpha,7824.00,ok,"batch 68"
13769,Danu,alpha,3816.96,ok,"batch 69"
13770,Eka,alpha,4504.96,ok,"needs, review"
13771,Ada,alpha,85.76,ok,"batch 71"
13772,Eka,alpha,6479.36,ok,"batch 72"
13773,Ada,alpha,8821.76,ok,"batch 73"
13774,Bima,alpha,3929.60,ok,"batch 74"
13775,Citra,alpha,9495.68,ok,"quote ""check"""
13776,Eka,alpha,26.88,ok,"batch 76"
13777,Citra,alpha,2459.52,ok,"batch 77"
13778,Citra,beta,9508.48,ok,"batch 78"
13779,Bima,alpha,7674.24,ok,"batch 79"
13780,Eka,alpha,790.40,ok,"batch 80"
13781,Danu,alpha,3016.96,ok,"batch 81"
13782,Eka,alpha,8360.32,ok,"batch 82"
13783,Eka,alpha,6855.68,ok,"batch 83"
13784,Ada,alpha,8392.96,ok,"batch 84"
13785,Citra,alpha,207.36,pending,"batch 85"
13786,Citra,alpha,3285.12,ok,"batch 86"
13787,Citra,alpha,3528.96,ok,"needs, review"
13788,Danu,alpha,1317.76,ok,"batch 88"
13789,Bima,alpha,9856.64,ok,"batch 89"
13790,Citra,alpha,1910.40,ok,"batch 90"
13791,Danu,alpha,8608.00,ok,"batch 91"
13792,Ada,alpha,3196.16,ok,"batch 92"
13793,Eka,alpha,3258.24,ok,"batch 93"
13794,Eka,alpha,1334.40,ok,"batch 94"
13795,Citra,alpha,1512.96,ok,"normal cleanup"
13796,Eka,alpha,9438.08,ok,"batch 96"
13797,Danu,alpha,4252.16,ok,"batch 97"
13798,Bima,alpha,2916.48,ok,"batch 98"
13799,Bima,alpha,1924.48,ok,"batch 99"
13800,Eka,alpha,5525.12,ok,"batch 0"
13801,Eka,alpha,309.12,ok,"batch 1"
13802,Citra,alpha,8417.28,ok,"batch 2"
13803,Danu,alpha,3655.68,ok,"batch 3"
13804,Eka,alpha,3771.52,ok,"needs, review"
13805,Citra,alpha,3072.64,ok,"batch 5"
13806,Citra,alpha,6280.96,ok,"batch 6"
13807,Eka,alpha,5676.16,ok,"batch 7"
13808,Eka,alpha,3624.96,ok,"batch 8"
13809,Danu,alpha,1596.16,ok,"batch 9"
13810,Danu,alpha,7488.64,ok,"batch 10"
13811,Danu,alpha,7891.20,ok,"batch 11"
13812,Ada,alpha,6366.08,ok,"batch 12"
13813,Ada,alpha,410.24,ok,"batch 13"
13814,Bima,alpha,8694.40,ok,"batch 14"
13815,Danu,alpha,5221.12,ok,"batch 15"
13816,Ada,alpha,7445.76,ok,"batch 16"
13817,Ada,alpha,3786.88,ok,"batch 17"
13818,Danu,alpha,5818.24,ok,"batch 18"
13819,Eka,alpha,337.28,ok,"batch 19"
13820,Eka,alpha,7064.96,ok,"batch 20"
13821,Ada,alpha,5160.96,ok,"needs, review"
13822,Danu,alpha,5320.32,ok,"batch 22"
13823,Eka,alpha,992.00,ok,"batch 23"
13824,Ada,alpha,5303.68,ok,"batch 24"
13825,Eka,alpha,8684.16,ok,"batch 25"
13826,Eka,alpha,9713.20,ok,"normal cleanup"
13827,Eka,alpha,2079.36,ok,"batch 27"
13828,Ada,alpha,4910.72,ok,"batch 28"
13829,Citra,alpha,5178.24,ok,"batch 29"
13830,Citra,alpha,4122.24,ok,"batch 30"
13831,Citra,alpha,5903.36,ok,"batch 31"
13832,Eka,alpha,9361.92,ok,"batch 32"
13833,Citra,alpha,7972.48,ok,"quote ""check"""
13834,Citra,alpha,8434.56,ok,"batch 34"
13835,Bima,alpha,1768.32,ok,"batch 35"
13836,Citra,alpha,7619.84,ok,"batch 36"
13837,Citra,alpha,1547.52,ok,"batch 37"
13838,Eka,alpha,5505.92,ok,"needs, review"
13839,Eka,alpha,8472.32,ok,"batch 39"
13840,Citra,alpha,4373.76,ok,"batch 40"
13841,Bima,alpha,6592.00,ok,"batch 41"
13842,Eka,alpha,4233.60,ok,"batch 42"
13843,Ada,alpha,8714.24,ok,"batch 43"
13844,Ada,alpha,1176.32,ok,"batch 44"
13845,Citra,alpha,8723.84,ok,"batch 45"
13846,Danu,alpha,1994.88,ok,"batch 46"
13847,Citra,alpha,1252.48,ok,"batch 47"
13848,Ada,alpha,7034.88,ok,"batch 48"
13849,Eka,alpha,211.20,ok,"batch 49"
13850,Citra,alpha,6552.96,ok,"batch 50"
13851,Bima,alpha,8293.12,ok,"batch 51"
13852,Citra,alpha,6565.76,ok,"batch 52"
13853,Danu,alpha,727.04,ok,"batch 53"
13854,Bima,alpha,3300.48,ok,"batch 54"
13855,Citra,beta,3762.56,ok,"needs, review"
13856,Bima,alpha,709.76,ok,"batch 56"
13857,Eka,alpha,8455.68,ok,"normal cleanup"
13858,Ada,alpha,1516.08,ok,"batch 58"
13859,Citra,alpha,4483.20,ok,"batch 59"
13860,Bima,alpha,9504.00,ok,"batch 60"
13861,Eka,alpha,2040.96,ok,"batch 61"
13862,Eka,alpha,4577.92,ok,"quote ""check"""
13863,Eka,alpha,1737.60,ok,"batch 63"
13864,Eka,alpha,7584.64,ok,"batch 64"
13865,Bima,alpha,8474.24,ok,"batch 65"
13866,Citra,alpha,9592.32,ok,"batch 66"
13867,Eka,alpha,7568.00,ok,"batch 67"
13868,Ada,alpha,2956.80,ok,"batch 68"
13869,Citra,alpha,5371.52,ok,"batch 69"
13870,Danu,alpha,5870.08,ok,"batch 70"
13871,Eka,alpha,2925.44,ok,"batch 71"
13872,Bima,alpha,5176.96,ok,"needs, review"
13873,Citra,alpha,2622.72,ok,"batch 73"
13874,Citra,alpha,8402.56,ok,"batch 74"
13875,Eka,alpha,3222.40,ok,"batch 75"
13876,Citra,alpha,1660.80,ok,"batch 76"
13877,Danu,alpha,7544.96,ok,"batch 77"
13878,Citra,alpha,7926.40,ok,"batch 78"
13879,Ada,alpha,454.40,ok,"batch 79"
13880,Eka,alpha,3886.72,ok,"batch 80"
13881,Eka,alpha,3984.64,ok,"batch 81"
13882,Bima,alpha,9888.00,ok,"batch 82"
13883,Eka,alpha,2680.24,ok,"batch 83"
13884,Citra,alpha,9649.28,ok,"batch 84"
13885,Ada,alpha,8787.20,ok,"batch 85"
13886,Ada,alpha,1965.44,ok,"batch 86"
13887,Danu,alpha,1967.36,ok,"batch 87"
13888,Eka,alpha,5621.76,ok,"normal cleanup"
13889,Bima,alpha,3399.68,ok,"needs, review"
13890,Eka,alpha,5150.72,ok,"batch 90"
13891,Citra,alpha,8976.00,ok,"quote ""check"""
13892,Eka,alpha,9386.88,ok,"batch 92"
13893,Ada,alpha,8549.76,ok,"batch 93"
13894,Danu,alpha,9117.44,ok,"batch 94"
13895,Citra,alpha,7279.36,ok,"batch 95"
13896,Danu,alpha,9848.32,ok,"batch 96"
13897,Danu,alpha,292.48,ok,"batch 97"
13898,Danu,alpha,4973.44,ok,"batch 98"
13899,Bima,alpha,9850.88,ok,"batch 99"
13900,Bima,alpha,8899.20,ok,"batch 0"
13901,Ada,alpha,5140.48,ok,"batch 1"
13902,Citra,alpha,3831.68,ok,"batch 2"
13903,Bima,alpha,4099.84,ok,"batch 3"
13904,Citra,alpha,219.52,ok,"batch 4"
13905,Citra,alpha,5954.56,ok,"batch 5"
13906,Bima,alpha,1139.84,ok,"needs, review"
13907,Ada,alpha,3562.88,ok,"batch 7"
13908,Citra,alpha,9022.08,ok,"batch 8"
13909,Ada,alpha,9850.88,ok,"batch 9"
13910,Danu,alpha,8606.08,ok,"batch 10"
13911,Citra,alpha,7861.12,ok,"batch 11"
13912,Ada,alpha,4573.44,ok,"batch 12"
13913,Citra,alpha,8223.36,ok,"batch 13"
13914,Bima,alpha,1027.84,ok,"batch 14"
13915,Citra,alpha,1688.32,ok,"batch 15"
13916,Bima,alpha,4545.28,ok,"batch 16"
13917,Ada,alpha,3925.12,ok,"batch 17"
13918,Ada,alpha,2267.52,ok,"batch 18"
13919,Ada,alpha,7169.28,ok,"normal cleanup"
13920,Bima,alpha,3165.44,ok,"quote ""check"""
13921,Danu,alpha,4791.04,ok,"batch 21"
13922,Bima,alpha,2186.88,ok,"batch 22"
13923,Citra,alpha,6421.12,ok,"needs, review"
13924,Eka,alpha,2744.32,ok,"batch 24"
13925,Danu,alpha,7013.12,ok,"batch 25"
13926,Bima,alpha,3950.08,ok,"batch 26"
13927,Citra,alpha,6169.60,ok,"batch 27"
13928,Citra,alpha,8741.12,ok,"batch 28"
13929,Eka,alpha,4792.32,ok,"batch 29"
13930,Citra,alpha,6375.68,ok,"batch 30"
13931,Eka,alpha,8106.88,ok,"batch 31"
13932,Ada,alpha,2576.00,ok,"batch 32"
13933,Citra,alpha,9672.32,ok,"batch 33"
13934,Bima,alpha,1961.60,ok,"batch 34"
13935,Citra,alpha,4120.96,ok,"batch 35"
13936,Ada,alpha,389.76,ok,"batch 36"
13937,Citra,alpha,786.56,ok,"batch 37"
13938,Danu,alpha,2276.48,ok,"batch 38"
13939,Bima,alpha,2865.28,ok,"batch 39"
13940,Citra,alpha,6935.60,ok,"needs, review"
13941,Citra,alpha,2870.33,ok,"batch 41"
13942,Bima,alpha,9416.32,ok,"batch 42"
13943,Ada,alpha,9147.52,ok,"batch 43"
13944,Bima,alpha,231.68,ok,"batch 44"
13945,Eka,alpha,9788.16,ok,"batch 45"
13946,Bima,alpha,6735.36,ok,"batch 46"
13947,Danu,alpha,2813.44,ok,"batch 47"
13948,Bima,alpha,2776.32,ok,"batch 48"
13949,Eka,alpha,5548.16,ok,"quote ""check"""
13950,Ada,alpha,4641.92,ok,"normal cleanup"
13951,Eka,alpha,3801.60,ok,"batch 51"
13952,Citra,alpha,8348.16,ok,"batch 52"
13953,Danu,alpha,7786.24,ok,"batch 53"
13954,Citra,alpha,5675.52,ok,"batch 54"
13955,Eka,alpha,2584.32,ok,"batch 55"
13956,Bima,alpha,8304.00,ok,"batch 56"
13957,Ada,alpha,3862.40,ok,"needs, review"
13958,Danu,alpha,5496.32,ok,"batch 58"
13959,Eka,alpha,317.44,ok,"batch 59"
13960,Eka,alpha,5822.08,ok,"batch 60"
13961,Danu,alpha,8049.92,ok,"batch 61"
13962,Eka,alpha,9208.96,ok,"batch 62"
13963,Citra,alpha,5784.96,ok,"batch 63"
13964,Ada,alpha,2943.36,ok,"batch 64"
13965,Citra,alpha,8391.04,ok,"batch 65"
13966,Danu,alpha,2551.04,ok,"batch 66"
13967,Citra,alpha,4593.92,ok,"batch 67"
13968,Bima,alpha,5721.60,ok,"batch 68"
13969,Citra,alpha,5516.16,ok,"batch 69"
13970,Eka,alpha,4966.40,ok,"batch 70"
13971,Bima,alpha,7556.48,ok,"batch 71"
13972,Ada,alpha,5572.48,ok,"batch 72"
13973,Bima,alpha,4343.68,ok,"batch 73"
13974,Danu,alpha,5584.64,ok,"needs, review"
13975,Ada,alpha,4990.08,ok,"batch 75"
13976,Ada,alpha,6802.56,ok,"batch 76"
13977,Eka,alpha,736.00,ok,"batch 77"
13978,Ada,alpha,4984.96,ok,"quote ""check"""
13979,Bima,alpha,9792.64,ok,"batch 79"
13980,Ada,alpha,9383.68,ok,"batch 80"
13981,Citra,alpha,1708.16,ok,"normal cleanup"
13982,Eka,alpha,791.68,ok,"batch 82"
13983,Ada,alpha,5989.12,ok,"batch 83"
13984,Bima,alpha,2282.88,ok,"batch 84"
13985,Eka,alpha,461.36,ok,"batch 85"
13986,Eka,alpha,8545.92,ok,"batch 86"
13987,Citra,alpha,8854.96,ok,"batch 87"
13988,Bima,alpha,3537.28,ok,"batch 88"
13989,Bima,alpha,2951.68,ok,"batch 89"
13990,Bima,alpha,8044.80,ok,"batch 90"
13991,Bima,alpha,8622.72,ok,"needs, review"
13992,Bima,alpha,1155.84,ok,"batch 92"
13993,Bima,alpha,8222.72,ok,"batch 93"
13994,Citra,alpha,723.20,ok,"batch 94"
13995,Eka,alpha,1800.96,ok,"batch 95"
13996,Danu,alpha,3451.52,ok,"batch 96"
13997,Eka,alpha,8927.36,ok,"batch 97"
13998,Ada,alpha,7587.20,ok,"batch 98"
13999,Citra,alpha,1340.16,ok,"batch 99"
14000,Ada,alpha,840.96,ok,"batch 0"
14001,Citra,alpha,4580.48,ok,"batch 1"
14002,Citra,alpha,688.64,ok,"batch 2"
14003,Danu,alpha,2312.32,ok,"batch 3"
14004,Bima,alpha,1427.76,ok,"batch 4"
14005,Citra,alpha,9680.64,ok,"batch 5"
14006,Danu,alpha,5776.00,ok,"batch 6"
14007,Ada,alpha,6696.96,ok,"quote ""check"""
14008,Ada,alpha,8383.36,ok,"needs, review"
14009,Danu,alpha,5882.24,ok,"batch 9"
14010,Danu,alpha,9813.12,ok,"batch 10"
14011,Citra,alpha,5516.80,ok,"batch 11"
14012,Danu,alpha,947.20,ok,"normal cleanup"
14013,Danu,alpha,1519.36,ok,"batch 13"
14014,Danu,alpha,9731.20,ok,"batch 14"
14015,Ada,alpha,8830.72,ok,"batch 15"
14016,Citra,alpha,1609.60,ok,"batch 16"
14017,Eka,alpha,9572.48,ok,"batch 17"
14018,Eka,alpha,7509.76,ok,"batch 18"
14019,Danu,alpha,5740.16,ok,"batch 19"
14020,Citra,alpha,5714.56,ok,"batch 20"
14021,Citra,alpha,3907.84,ok,"batch 21"
14022,Danu,alpha,2408.32,ok,"batch 22"
14023,Citra,alpha,6453.12,ok,"batch 23"
14024,Ada,alpha,590.08,ok,"batch 24"
14025,Citra,alpha,7553.28,ok,"needs, review"
14026,Citra,alpha,9900.16,ok,"batch 26"
14027,Citra,alpha,9592.96,ok,"batch 27"
14028,Bima,alpha,4652.16,ok,"batch 28"
14029,Bima,alpha,3334.40,ok,"batch 29"
14030,Ada,alpha,5905.84,ok,"batch 30"
14031,Ada,alpha,453.12,ok,"batch 31"
14032,Danu,alpha,8250.24,ok,"batch 32"
14033,Ada,alpha,2008.96,ok,"batch 33"
14034,Danu,alpha,7923.84,ok,"batch 34"
14035,Danu,alpha,3861.12,ok,"batch 35"
14036,Ada,alpha,1479.68,ok,"quote ""check"""
14037,Citra,alpha,3106.56,ok,"batch 37"
14038,Eka,alpha,5632.64,ok,"batch 38"
14039,Danu,alpha,1964.80,ok,"batch 39"
14040,Eka,alpha,9648.00,ok,"batch 40"
14041,Ada,alpha,629.12,ok,"batch 41"
14042,Citra,alpha,7058.56,ok,"needs, review"
14043,Citra,alpha,7813.12,ok,"normal cleanup"
14044,Citra,alpha,4008.32,ok,"batch 44"
14045,Bima,alpha,7770.88,ok,"batch 45"
14046,Citra,alpha,5536.00,ok,"batch 46"
14047,Bima,alpha,9674.88,ok,"batch 47"
14048,Ada,alpha,1152.64,ok,"batch 48"
14049,Citra,alpha,1805.44,ok,"batch 49"
14050,Bima,alpha,4670.08,ok,"batch 50"
14051,Ada,alpha,6698.24,ok,"batch 51"
14052,Citra,alpha,7818.88,ok,"batch 52"
14053,Ada,alpha,7453.44,ok,"batch 53"
14054,Bima,alpha,2744.96,ok,"batch 54"
14055,Ada,alpha,1311.36,ok,"batch 55"
14056,Ada,alpha,5030.40,ok,"batch 56"
14057,Citra,alpha,4387.20,ok,"batch 57"
14058,Citra,alpha,2525.60,ok,"batch 58"
14059,Citra,alpha,2019.20,ok,"needs, review"
14060,Bima,alpha,3358.08,ok,"batch 60"
14061,Danu,alpha,1591.68,ok,"batch 61"
14062,Ada,alpha,4379.52,ok,"batch 62"
14063,Bima,alpha,5601.28,ok,"batch 63"
14064,Citra,alpha,9798.40,ok,"batch 64"
14065,Ada,alpha,4569.60,ok,"quote ""check"""
14066,Ada,alpha,5406.08,ok,"batch 66"
14067,Ada,alpha,4074.88,ok,"batch 67"
14068,Ada,alpha,4910.08,ok,"batch 68"
14069,Danu,alpha,1224.32,ok,"batch 69"
14070,Danu,alpha,8300.16,ok,"batch 70"
14071,Ada,alpha,8415.92,ok,"batch 71"
14072,Ada,alpha,9774.72,ok,"batch 72"
14073,Ada,alpha,1351.68,ok,"batch 73"
14074,Danu,alpha,7361.28,ok,"normal cleanup"
14075,Ada,alpha,2037.12,ok,"batch 75"
14076,Danu,alpha,9942.40,ok,"needs, review"
14077,Ada,alpha,9625.60,ok,"batch 77"
14078,Ada,alpha,952.32,ok,"batch 78"
14079,Bima,alpha,4475.52,ok,"batch 79"
14080,Citra,alpha,3328.00,ok,"batch 80"
14081,Danu,alpha,6604.16,ok,"batch 81"
14082,Ada,alpha,1520.00,ok,"batch 82"
14083,Ada,alpha,3036.80,ok,"batch 83"
14084,Danu,alpha,8370.56,ok,"batch 84"
14085,Danu,alpha,2482.56,ok,"batch 85"
14086,Ada,alpha,7752.96,ok,"batch 86"
14087,Ada,alpha,7715.84,ok,"batch 87"
14088,Eka,alpha,9506.56,ok,"batch 88"
14089,Ada,alpha,9482.88,ok,"batch 89"
14090,Citra,alpha,1015.04,ok,"batch 90"
14091,Eka,alpha,6848.00,ok,"batch 91"
14092,Eka,alpha,4020.48,ok,"batch 92"
14093,Ada,alpha,4817.92,ok,"needs, review"
14094,Danu,alpha,7267.84,ok,"quote ""check"""
14095,Danu,alpha,7267.84,ok,"batch 95"
14096,Danu,alpha,1834.24,ok,"batch 96"
14097,Ada,alpha,9331.84,ok,"batch 97"
14098,Eka,alpha,1415.04,ok,"batch 98"
14099,Citra,alpha,4858.24,ok,"batch 99"
14100,Eka,alpha,286.64,ok,"batch 0"
14101,Danu,alpha,4992.64,ok,"batch 1"
14102,Danu,alpha,1336.96,ok,"batch 2"
14103,Ada,alpha,6844.16,ok,"batch 3"
14104,Eka,alpha,8960.64,ok,"batch 4"
14105,Bima,alpha,6961.28,ok,"normal cleanup"
14106,Bima,alpha,8179.84,ok,"batch 6"
14107,Citra,alpha,4622.08,ok,"batch 7"
14108,Eka,alpha,6069.12,ok,"batch 8"
14109,Bima,alpha,7799.68,ok,"batch 9"
14110,Ada,alpha,7843.84,ok,"needs, review"
14111,Danu,alpha,3200.64,ok,"batch 11"
14112,Citra,alpha,951.68,ok,"batch 12"
14113,Ada,alpha,5384.32,ok,"batch 13"
14114,Eka,alpha,9927.04,ok,"batch 14"
14115,Danu,alpha,9450.24,ok,"batch 15"
14116,Ada,alpha,8249.60,ok,"batch 16"
14117,Bima,alpha,7941.12,ok,"batch 17"
14118,Ada,alpha,585.60,ok,"batch 18"
14119,Danu,alpha,5770.24,ok,"batch 19"
14120,Citra,alpha,8623.93,ok,"batch 20"
14121,Eka,alpha,2549.76,ok,"batch 21"
14122,Eka,alpha,2620.80,ok,"batch 22"
14123,Citra,alpha,3277.76,ok,"quote ""check"""
14124,Danu,alpha,3748.48,ok,"batch 24"
14125,Eka,alpha,5233.92,ok,"batch 25"
14126,Bima,alpha,1213.44,ok,"batch 26"
14127,Ada,alpha,4228.48,ok,"needs, review"
14128,Ada,alpha,9378.56,ok,"batch 28"
14129,Ada,alpha,3689.60,ok,"batch 29"
14130,Eka,alpha,7066.24,ok,"batch 30"
14131,Citra,alpha,709.76,ok,"batch 31"
14132,Ada,alpha,1084.16,ok,"batch 32"
14133,Danu,alpha,9456.00,ok,"batch 33"
14134,Eka,alpha,9137.92,ok,"batch 34"
14135,Danu,alpha,2866.56,ok,"batch 35"
14136,Danu,alpha,6292.48,ok,"normal cleanup"
14137,Bima,alpha,104.96,ok,"batch 37"
14138,Ada,alpha,5344.00,ok,"batch 38"
14139,Citra,alpha,2188.80,ok,"batch 39"
14140,Citra,alpha,7463.60,ok,"batch 40"
14141,Danu,alpha,4902.40,ok,"batch 41"
14142,Ada,alpha,9482.88,ok,"batch 42"
14143,Eka,alpha,8364.80,ok,"batch 43"
